env_step,eval_return
0.0,16.978030014038087
168.4128256513026,16.978030014038087
336.8256513026052,16.978030014038087
505.2384769539078,16.994567127157154
673.6513026052104,19.947539121583706
842.064128256513,22.991232810974417
1010.4769539078156,26.034926500365135
1178.889779559118,30.246015878590033
1347.3026052104208,34.530615850314334
1515.7154308617235,38.81521582203863
1684.128256513026,40.3284143824843
1852.5410821643286,41.608028504269974
2020.9539078156313,42.88764262605565
2189.366733466934,43.441675196894984
2357.779559118236,43.88833226257593
2526.192384769539,44.334989328256874
2694.6052104208416,46.035537489067806
2863.0180360721442,46.08342985025648
3031.430861723447,46.13132221144514
3199.843687374749,43.80512212115121
3368.256513026052,43.834038711086734
3536.6693386773545,43.86295530102227
3705.082164328657,45.16288754374775
3873.49498997996,47.33790375712829
4041.9078156312626,49.488170582392456
4210.320641282565,52.27781844431532
4378.733466933868,52.56243264852933
4547.14629258517,52.455773070017486
4715.559118236472,50.78629370470493
4883.9719438877755,50.27088089211195
5052.384769539078,50.75704826732902
5220.797595190381,51.55124414320581
5389.210420841683,55.91394353768631
5557.623246492985,60.83661502150477
5726.0360721442885,65.34625020480051
5894.448897795591,66.08849497993744
6062.861723446894,65.00627573108892
6231.274549098196,63.92405648224042
6399.687374749498,65.43726049238705
6568.100200400801,67.87880058035157
6736.513026052104,70.32034066831609
6904.925851703407,71.76860236664321
7073.338677354709,69.10061616095456
7241.751503006011,66.43262995526594
7410.164328657314,64.96582609137371
7578.577154308617,68.0398934814691
7746.98997995992,73.92063432016307
7915.402805611222,79.33120075316025
8083.815631262525,83.58966734921479
8252.228456913826,85.32809236676113
8420.64128256513,86.07324513708059
8589.054108216433,89.12956649432017
8757.466933867736,91.82758088945437
8925.879759519037,96.49845102054624
9094.29258517034,96.41208383580467
9262.705410821643,93.8701785954312
9431.118236472945,91.04182273175186
9599.531062124248,89.86119790876785
9767.943887775551,86.35460460651436
9936.356713426852,81.55972449208984
10104.769539078156,76.47432897677668
10273.182364729459,76.81094248819718
10441.595190380762,81.19454806017039
10610.008016032063,86.66959660623202
10778.420841683366,88.41230658500733
10946.83366733467,90.35460621853807
11115.24649298597,90.81287375797167
11283.659318637274,92.72165778333057
11452.072144288577,95.34983565855053
11620.48496993988,99.60127936486556
11788.897795591181,109.57693865504116
11957.310621242485,125.50450473599628
12125.723446893788,139.76232942381887
12294.136272545089,143.95426060501214
12462.549098196392,141.9082471964137
12630.961923847695,138.07088069941426
12799.374749498997,138.9459807664831
12967.7875751503,135.97149665510892
13136.200400801603,130.20560292017416
13304.613226452906,125.87834456974838
13473.026052104207,119.3968560022256
13641.43887775551,106.56010372532805
13809.851703406814,93.65156865794802
13978.264529058115,85.0318081548577
14146.677354709418,89.00329391780932
14315.090180360721,94.52750147584158
14483.503006012023,100.482385638568
14651.915831663326,100.4332163605234
14820.328657314629,103.03152038041712
14988.741482965932,106.3202348375464
15157.154308617233,111.70840289656333
15325.567134268536,119.3497600857454
15493.97995991984,125.99290388113806
15662.39278557114,134.71951559342378
15830.805611222444,140.8548823991739
15999.218436873747,146.22690894736905
16167.63126252505,146.87885137409359
16336.044088176352,146.58371775933944
16504.456913827653,146.63511249384652
16672.869739478956,146.56436086390482
16841.28256513026,149.68787963753252
17009.695390781562,155.33585912765915
17178.108216432865,167.631251284322
17346.52104208417,190.7479660949411
17514.93386773547,211.88730048965039
17683.34669338677,222.33613807844898
17851.759519038074,206.927346933068
18020.172344689377,191.17267040212414
18188.58517034068,185.676136571009
18356.997995991984,187.40240660774657
18525.410821643287,194.1735016020845
18693.82364729459,200.62219766499507
18862.23647294589,205.72897004923598
19030.649298597193,199.57995058309095
19199.062124248496,193.20554901717418
19367.4749498998,187.563541894356
19535.887775551102,182.11529796355953
19704.300601202405,177.34370191374865
19872.713426853705,177.33001909694156
20041.126252505008,192.46792288833484
20209.53907815631,224.89795575340025
20377.951903807614,258.58474256512363
20546.364729458917,282.7818371459556
20714.77755511022,301.45547255777666
20883.190380761524,309.54103766948657
21051.603206412823,335.23421026658104
21220.016032064126,366.3742769360746
21388.42885771543,395.2617464419106
21556.841683366732,393.84640228088426
21725.254509018036,392.431058119858
21893.66733466934,374.09068203472947
22062.080160320642,377.70908687070425
22230.49298597194,388.25663069135464
22398.905811623245,399.2268020168601
22567.318637274548,395.07292822900524
22735.73146292585,386.8842114350256
22904.144288577154,381.95515908746097
23072.557114228457,382.0922244701836
23240.96993987976,398.2096072605285
23409.38276553106,427.377474718334
23577.795591182363,446.07065224877897
23746.208416833666,458.9952888589055
23914.62124248497,456.9676811668828
24083.034068136272,444.63153622640596
24251.446893787575,444.7668609819013
24419.859719438875,444.9677390177708
24588.272545090178,445.25669661882574
24756.68537074148,451.71488146927913
24925.098196392784,462.7907020290265
25093.511022044087,502.49733243088906
25261.92384769539,542.2039628327515
25430.336673346694,582.3459565963562
25598.749498997993,621.357922330862
25767.162324649296,621.853730351195
25935.5751503006,605.9619507773226
26103.987975951903,593.9052846150082
26272.400801603206,583.6578981591172
26440.81362725451,580.8414128594659
26609.226452905812,609.8564843427885
26777.63927855711,634.8709348812033
26946.052104208415,655.3080887266979
27114.464929859718,668.4990594731977
27282.87775551102,678.5341713218872
27451.290581162324,681.6674889056142
27619.703406813627,682.4988211570562
27788.11623246493,688.7598553011724
27956.52905811623,688.2063870996066
28124.941883767533,675.660977339892
28293.354709418836,655.4991265835868
28461.76753507014,635.3372758272812
28630.180360721442,614.4258303899884
28798.593186372746,599.1613249154873
28967.006012024045,593.9352610567876
29135.41883767535,583.8437736157881
29303.83166332665,571.5746853274482
29472.244488977954,559.3055970391082
29640.657314629258,544.6876134711504
29809.07014028056,529.9408179000714
29977.482965931864,540.8772286373544
30145.895791583163,564.5614088146758
30314.308617234467,597.0212246929757
30482.72144288577,630.1903359043857
30651.134268537073,663.9526825596311
30819.547094188376,700.0856134594966
30987.95991983968,708.817205234347
31156.372745490982,709.5002530617833
31324.78557114228,728.3089292610879
31493.198396793585,747.1849748960705
31661.611222444888,766.0610205310528
31830.02404809619,775.6857263325968
31998.436873747494,780.5928608101701
32166.849699398797,781.9905323618917
32335.2625250501,771.6443714486835
32503.6753507014,761.2982105354755
32672.088176352703,750.9520496222672
32840.501002004006,765.3265224597424
33008.913827655306,795.6424110817145
33177.32665330661,825.9582997036878
33345.73947895791,849.1049495135882
33514.15230460922,847.4280337977883
33682.56513026052,845.7511180819886
33850.977955911825,840.2112857293534
34019.390781563125,831.537392077388
34187.803607214424,822.8634984254226
34356.21643286573,818.1952675899745
34524.62925851703,819.7092527520796
34693.04208416834,821.2232379141846
34861.45490981964,822.7372230762896
35029.86773547094,821.9884861559855
35198.28056112224,821.057632952981
35366.69338677354,820.1267797499761
35535.10621242485,842.3778250802121
35703.51903807615,894.8504913107724
35871.931863727455,947.323157541335
36040.344689378755,999.7958237718955
36208.75751503006,1000.0
36377.17034068136,984.6292170340682
36545.58316633266,967.8384583166337
36713.99599198397,951.0476995991985
36882.40881763527,934.2569408817639
37050.821643286574,917.4661821643285
37219.23446893787,900.6754234468941
37387.64729458918,916.7153352705412
37556.06012024048,933.5060939879759
37724.47294589178,950.2968527054103
37892.885771543086,967.0876114228456
38061.298597194385,973.6637809619239
38229.71142284569,976.4807975951902
38398.12424849699,963.1761843687376
38566.5370741483,949.8715711422843
38734.9498997996,936.5669579158318
38903.3627254509,923.2623446893791
39071.775551102204,906.0766302562279
39240.188376753504,888.0957541518649
39408.60120240481,870.1148780475011
39577.01402805611,852.1340019431382
39745.42685370741,834.1531258387753
39913.839679358716,816.1722497344115
40082.252505010016,850.68882857827
40250.66533066132,891.5505303513452
40419.07815631262,932.4122321244183
40587.49098196393,947.925873741892
40755.90380761523,957.2803978880405
40924.31663326653,966.6349220341892
41092.729458917835,957.3448289458695
41261.142284569134,947.1634653164674
41429.55511022044,936.9821016870646
41597.96793587174,922.7477194388781
41766.38076152305,903.2118316633265
41934.79358717435,884.3240561122242
42103.206412825646,903.8599438877749
42271.61923847695,923.3958316633265
42440.03206412825,942.9317194388772
42608.44488977956,962.4676072144288
42776.85771543086,982.0034949899797
42945.270541082165,1000.0
43113.683366733465,1000.0
43282.096192384764,1000.0
43450.50901803607,1000.0
43618.92184368737,1000.0
43787.33466933868,1000.0
43955.74749498998,997.4020240480965
44124.160320641284,978.9776609218436
44292.57314629258,960.5532977955914
44460.98597194388,942.1289346693393
44629.39879759519,923.7045715430862
44797.81162324649,905.2802084168341
44966.224448897796,894.344154709419
45134.637274549095,912.7685178356711
45303.0501002004,931.192880961924
45471.4629258517,935.1017362725452
45639.875751503,938.5710404809619
45808.28857715431,942.0403446893788
45976.70140280561,935.9241680891994
46145.114228456914,903.2801110408736
46313.52705410821,871.3634143131903
46481.93987975952,860.8824851205766
46650.35270541082,870.9119751503003
46818.76553106212,888.6626869739473
46987.178356713426,906.413398797595
47155.591182364726,924.1641106212421
47324.00400801603,939.8873901561365
47492.41683366733,936.3030963847108
47660.82965931863,915.1028335752105
47829.24248496994,870.754215354886
47997.65531062124,838.0984529900604
48166.068136272545,807.4578340496915
48334.480961923844,776.8172151093238
48502.89378757515,746.1765961689547
48671.30661322645,738.7862096615098
48839.71943887775,783.7430924614839
49008.13226452906,828.6999752614599
49176.545090180356,872.4734662287774
49344.95791583166,913.842302601189
49513.37074148296,955.2111389735985
49681.78356713427,994.3490767488154
49850.19639278557,1000.0
50018.60921843687,1000.0
50187.022044088175,1000.0
50355.434869739474,1000.0
50523.84769539078,1000.0
50692.26052104208,1000.0
50860.67334669339,1000.0
51029.08617234469,1000.0
51197.49899799599,1000.0
51365.91182364729,981.0022552005746
51534.32464929859,958.6145772532988
51702.7374749499,936.2268993060218
51871.1503006012,913.8392213587458
52039.563126252506,891.4515434114688
52207.975951903805,869.0638654641929
52376.388777555105,858.936585572168
52544.80160320641,850.0101810831326
52713.21442885771,841.0837765940975
52881.62725450902,832.157372105062
53050.04008016032,823.2309676160269
53218.452905811624,814.3045631269914
53386.86573146292,811.3264811212979
53555.27855711422,809.2210946282656
53723.69138276553,807.1157081352333
53892.10420841683,805.010321642201
54060.517034068136,802.9049351491688
54228.929859719436,800.7995486561365
54397.34268537074,802.0514561265456
54565.75551102204,798.3456141733465
54734.16833667334,764.940885442815
54902.58116232465,715.2716084438387
55070.99398797595,665.6023314448646
55239.406813627254,622.8227745384062
55407.819639278554,589.0701254609569
55576.23246492986,555.1739378514374
55744.64529058116,539.4565858263619
55913.05811623246,540.8946794835059
56081.47094188377,541.3050452698142
56249.883767535066,540.0755073791354
56418.29659318637,539.9162849819717
56586.70941883767,546.608570870205
56755.12224448897,553.3008567584383
56923.53507014028,561.6038168330124
57091.94789579158,574.2486205925379
57260.360721442885,586.7546834371984
57428.773547094184,594.9966331139958
57597.18637274549,618.5071433783737
57765.59919839679,646.9022134285511
57934.01202404809,690.3614483191719
58102.4248496994,739.358544023894
58270.8376753507,761.7256684515835
58439.250501002,790.1528652688573
58607.6633266533,830.3189762811369
58776.07615230461,863.7509225610762
58944.48897795591,884.046743352627
59112.90180360721,904.3425641441778
59281.314629258515,918.5727051891397
59449.727454909815,916.25292745491
59618.14028056112,908.0175402805611
59786.55310621242,899.7821531062127
59954.96593186373,891.5467659318638
60123.37875751503,883.3113787575152
60291.79158316633,875.0759915831666
60460.20440881763,869.5030473082701
60628.61723446893,870.9721351679339
60797.03006012024,872.4412230275975
60965.44288577154,873.9103108872612
61133.855711422846,875.379398746925
61302.268537074146,894.4141963315939
61470.681362725445,926.2969297373362
61639.09418837675,958.1796631430798
61807.50701402805,990.0623965488219
61975.91983967936,1000.0
62144.33266533066,1000.0
62312.745490981964,1000.0
62481.158316633264,1000.0
62649.57114228456,1000.0
62817.98396793587,1000.0
62986.39679358717,1000.0
63154.80961923848,979.6597862249524
63323.222444889776,948.7459278456088
63491.63527054108,917.832069466264
63660.04809619238,886.9182110869203
63828.46092184368,856.0043527075768
63996.87374749499,825.0904943282319
64165.28657314629,812.9346250556994
64333.699398797595,808.067227278421
64502.112224448894,803.199829501143
64670.5250501002,801.3203017965157
64838.9378757515,801.4092733203852
65007.3507014028,801.4982448442548
65175.76352705411,801.9479789060341
65344.176352705406,804.2253265061897
65512.58917835671,806.5026741063454
65681.00200400801,808.6448301274479
65849.41482965932,809.4993561971771
66017.82765531061,810.3538822669061
66186.24048096192,811.2084083366353
66354.65330661323,812.3798997995992
66523.06613226453,813.642995991984
66691.47895791582,814.9060921843686
66859.89178356713,815.4655595542566
67028.30460921844,815.7061491067489
67196.71743486973,815.9467386592409
67365.13026052104,815.9925832985002
67533.54308617234,815.9151523112105
67701.95591182365,815.8377213239207
67870.36873747494,816.0418945837994
68038.78156312625,816.5135716229503
68207.19438877756,816.9852486621012
68375.60721442885,818.2757332283269
68544.02004008016,822.7320617794554
68712.43286573146,827.1883903305836
68880.84569138277,837.3216918976938
69049.25851703406,885.542946447993
69217.67134268537,933.7642009982967
69386.08416833667,981.9854555486003
69554.49699398797,1000.0
69722.90981963927,1000.0
69891.32264529058,1000.0
70059.73547094189,1000.0
70228.14829659318,993.7916408817644
70396.56112224449,972.9421330661328
70564.97394789579,952.0926252505009
70733.38677354708,931.2431174348709
70901.79959919839,910.3936096192392
71070.2124248497,889.5441018036074
71238.625250501,874.2539294589176
71407.0380761523,868.8478777555113
71575.4509018036,863.4418260521043
71743.86372745491,858.0357743486973
71912.2765531062,852.6297226452909
72080.68937875751,847.2236709418839
72249.10220440882,842.2527368462415
72417.51503006012,837.8773055915754
72585.92785571142,833.5018743369092
72754.34068136272,829.126443082243
72922.75350701403,826.825052963069
73091.16633266532,825.0807772688235
73259.57915831663,823.3365015745778
73427.99198396794,816.988120654956
73596.40480961924,796.2738820580573
73764.81763527053,778.2009396452361
73933.23046092184,760.606101524579
74101.64328657315,776.0974521862574
74270.05611222444,788.694731544974
74438.46893787575,801.2920109036918
74606.88176352705,813.8892902624095
74775.29458917836,826.4865696211273
74943.70741482965,838.133334350586
75112.12024048096,838.133334350586
75280.53306613227,838.133334350586
75448.94589178356,838.133334350586
75617.35871743486,838.133334350586
75785.77154308617,838.133334350586
75954.18436873748,838.133334350586
76122.59719438877,838.133334350586
76291.01002004008,838.133334350586
76459.42284569138,838.133334350586
76627.83567134268,838.133334350586
76796.24849699398,838.133334350586
76964.66132264529,838.133334350586
77133.0741482966,838.133334350586
77301.48697394789,838.133334350586
77469.8997995992,838.133334350586
77638.3126252505,838.133334350586
77806.7254509018,838.133334350586
77975.1382765531,838.133334350586
78143.55110220441,838.133334350586
78311.9639278557,838.133334350586
78480.37675350701,838.133334350586
78648.78957915831,838.133334350586
78817.20240480962,838.133334350586
78985.61523046091,838.133334350586
79154.02805611222,838.133334350586
79322.44088176353,838.133334350586
79490.85370741482,838.133334350586
79659.26653306613,838.133334350586
79827.67935871743,838.133334350586
79996.09218436874,838.133334350586
80164.50501002003,838.133334350586
80332.91783567134,838.133334350586
80501.33066132265,838.133334350586
80669.74348697394,838.133334350586
80838.15631262524,838.133334350586
81006.56913827655,838.133334350586
81174.98196392786,838.133334350586
81343.39478957915,838.133334350586
81511.80761523046,838.133334350586
81680.22044088176,838.133334350586
81848.63326653306,838.133334350586
82017.04609218436,838.133334350586
82185.45891783567,838.133334350586
82353.87174348698,838.133334350586
82522.28456913827,838.133334350586
82690.69739478957,838.133334350586
82859.11022044088,838.133334350586
83027.52304609217,838.133334350586
83195.93587174348,838.133334350586
83364.34869739479,838.133334350586
83532.7615230461,838.133334350586
83701.17434869739,838.133334350586
83869.5871743487,838.133334350586
84038.0,838.133334350586
